artist,song,duration_ms,genre,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Lil Jon,Snap Yo Fingers,274386,hip hop; pop,2006,67,0.835,0.757,8,-5.029,0,0.23,0.00647,0,0.29,0.626,82.038
Armand Van Helden,My My My - Radio Edit,190000,pop; Dance/Electronic,2006,40,0.678,0.768,7,-8.502,1,0.137,0.0195,0.00866,0.0322,0.758,127.51
The Notorious B.I.G.,Nasty Girl (feat. Diddy- Nelly- Jagged Edge & Avery Storm) - 2005 Remaster,286186,hip hop,2005,68,0.833,0.628,2,-7.041,1,0.141,0.0949,1.60E-06,0.282,0.645,106.328
Yung Joc,It's Goin' Down (feat. Nitti),241840,hip hop; pop,2006,66,0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003
Shayne Ward,No Promises,223066,pop,2006,1,0.5,0.498,4,-6.087,1,0.026,0.527,0,0.123,0.182,79.798
Justin Timberlake,My Love (feat. T.I.),276160,pop,2006,72,0.771,0.68,11,-5.881,0,0.224,0.277,1.18E-05,0.682,0.808,119.952
Nickelback,Savin' Me,219320,rock; metal,2005,65,0.441,0.815,3,-4.088,1,0.0276,0.000731,0,0.414,0.522,164.007
Nelly,Grillz,271160,hip hop; pop; R&B,2005,60,0.867,0.504,4,-7.737,0,0.241,0.0358,0,0.307,0.84,82.996
Take That,Patience,202066,pop,2006,64,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11E-06,0.118,0.372,175.788
Fergie,London Bridge,241306,pop; R&B,2006,57,0.769,0.609,1,-5.894,1,0.357,0.216,0,0.166,0.633,90.951
Cascada,Everytime We Touch - Radio Edit,199120,hip hop; pop; Dance/Electronic,2011,0,0.64,0.977,8,-5.369,1,0.0555,0.00461,1.68E-05,0.371,0.493,142.019
D4L,Laffy Taffy,224253,hip hop; pop,2005,63,0.891,0.439,7,-7.994,0,0.428,0.0351,0,0.0932,0.622,77.499
LL Cool J,Control Myself,233973,hip hop; pop; R&B,2006,42,0.825,0.876,10,-6.556,0,0.211,0.00928,1.20E-05,0.205,0.48,120.066
Beyoncé,Deja Vu (feat. Jay-Z),240280,pop; R&B,2007,57,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22E-05,0.0743,0.355,105.253
P!nk,Stupid Girls,197173,pop,2006,0,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04
Eminem,When I'm Gone,281320,hip hop,2005,68,0.618,0.746,10,-5.476,0,0.352,0.0553,0,0.273,0.75,75.272
Kelis,Bossy,273973,pop; R&B; Dance/Electronic,2006,50,0.906,0.633,4,-5.316,1,0.19,0.000182,8.34E-06,0.058,0.779,84.021
Bob Sinclar,Love Generation - Radio Edit,207613,pop; Dance/Electronic,2005,49,0.715,0.812,1,-5.758,1,0.062,0.175,0.000134,0.044,0.554,128.04
Meck,Thunder in My Heart Again (Radio Edit),189800,set(),2005,46,0.679,0.922,2,-4.67,0,0.0294,0.000241,0.69,0.0697,0.806,129.016
Mary J. Blige,Be Without You - Kendu Mix,246333,pop; R&B,2005,69,0.726,0.7,2,-5.881,0,0.0998,0.0717,0,0.262,0.673,146.559
Girls Aloud,Something Kinda Ooooh,201590,pop; Dance/Electronic,2012,49,0.681,0.908,11,-3.918,0,0.0473,0.0232,0,0.355,0.879,131.925
Rihanna,Unfaithful,226973,hip hop; pop; R&B,2006,70,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069
Kanye West,Touch The Sky,236600,hip hop,2005,73,0.552,0.846,9,-4.912,1,0.342,0.0114,0,0.309,0.554,98.56
Dem Franchize Boyz,Lean Wit It- Rock Wit It,229813,hip hop; pop,2006,60,0.886,0.62,5,-5.854,1,0.307,0.082,0,0.1,0.6,76.035
Evanescence,Call Me When You're Sober,214706,metal,2006,65,0.45,0.883,7,-4.094,1,0.0524,0.00193,0,0.293,0.328,93.41
Chingy,Pullin' Me Back,234133,hip hop; pop; R&B,2006,62,0.786,0.511,7,-6.66,1,0.286,0.0825,0,0.12,0.587,80
Nickelback,Far Away,238173,rock; metal,2005,70,0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.107,0.293,132.918
Fall Out Boy,Dance- Dance,180266,rock,2005,74,0.622,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.452
Leona Lewis,A Moment Like This,257293,pop; R&B,2007,57,0.261,0.562,8,-3.667,1,0.0301,0.423,7.54E-06,0.131,0.167,70.543
T.I.,What You Know,274333,hip hop; pop,2006,64,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464
Ludacris,Money Maker,230613,hip hop; pop,2006,62,0.551,0.598,1,-6.79,1,0.27,0.15,0,0.299,0.612,78.756
Nick Lachey,What's Left Of Me,244613,pop,2006,37,0.42,0.742,7,-5.665,1,0.0375,0.142,0,0.145,0.294,149.965
Jibbs,Chain Hang Low,207586,hip hop; pop,2006,56,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147
Arctic Monkeys,When The Sun Goes Down,202133,rock,2006,72,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152
Rascal Flatts,Life is a Highway,276773,country,2006,0,0.561,0.936,5,-5.409,1,0.0613,0.00185,0,0.102,0.594,103.055
Beyoncé,Check On It (feat. Slim Thug),211186,pop; R&B,2006,45,0.7,0.887,7,-3.887,1,0.218,0.0805,0,0.376,0.883,166.104
Keyshia Cole,Love,255333,hip hop; pop; R&B,2005,72,0.688,0.519,5,-4.285,1,0.0283,0.064,0,0.1,0.318,116.714
Lily Allen,Smile,196893,pop,2006,68,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506
Ne-Yo,Sexy Love,220853,pop; R&B,2006,67,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02
JoJo,Too Little Too Late,223680,hip hop; pop; R&B,2006,48,0.535,0.823,6,-5.338,0,0.0431,0.0113,3.88E-06,0.146,0.685,83.001
Mary J. Blige,One,260466,pop; R&B,2005,64,0.344,0.874,0,-3.161,1,0.0777,0.0841,0,0.129,0.269,185.888
Bubba Sparxxx,Ms. New Booty,252653,hip hop; pop; country,2005,62,0.64,0.62,1,-5.931,1,0.416,0.016,0,0.0831,0.609,129.37
Amy Winehouse,You Know I'm No Good,256946,R&B,2006,63,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383
Rascal Flatts,What Hurts The Most,214106,country,2006,69,0.537,0.674,5,-5.134,0,0.0277,0.0088,0,0.265,0.33,136.002
Red Hot Chili Peppers,Dani California,282160,rock,2006,76,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59E-06,0.346,0.73,96.184
Scissor Sisters,I Don't Feel Like Dancin',288360,pop; rock; Dance/Electronic,2006,63,0.707,0.923,7,-3.409,1,0.0276,0.0195,0,0.342,0.845,108.023
Ne-Yo,So Sick,207186,pop; R&B,2006,75,0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791
Hinder,Lips Of An Angel,261053,pop; rock; metal,2019,35,0.474,0.744,2,-5.386,1,0.0341,0.0208,1.22E-06,0.209,0.238,129.005
The Raconteurs,Steady- As She Goes,215266,rock,2006,56,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696
The Fratellis,Chelsea Dagger,215306,rock,2006,68,0.511,0.815,7,-3.14,1,0.144,0.0491,0,0.0826,0.586,154.514
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),231866,hip hop; pop; rock,2005,42,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999
The Pussycat Dolls,Stickwitu,207506,pop; R&B,2005,67,0.548,0.554,9,-6.408,1,0.0587,0.283,0,0.0708,0.382,79.918
Panic! At The Disco,I Write Sins Not Tragedies,185586,rock,2005,70,0.566,0.815,9,-4.481,0,0.14,0.0737,0,0.12,0.672,169.961
James Blunt,Goodbye My Lover,258653,pop,2005,67,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567
Christina Aguilera,Ain't No Other Man,228906,pop,2006,63,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91
Westlife,The Rose,219106,pop,2006,0,0.272,0.203,9,-9.706,1,0.0294,0.784,0,0.0805,0.172,109.581
Keane,Is It Any Wonder?,186173,pop,2006,59,0.489,0.955,11,-2.771,0,0.0363,3.82E-05,0.000178,0.334,0.816,129.352
Orson,No Tomorrow,167493,pop,2006,46,0.656,0.624,3,-4.623,0,0.0691,0.0065,0,0.278,0.735,124.082
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),265333,hip hop; pop; R&B,2005,0,0.731,0.368,8,-10.38,1,0.0688,0.00544,0,0.193,0.512,145.171
KT Tunstall,Black Horse And The Cherry Tree,172373,World/Traditional; pop; Folk/Acoustic,2005,64,0.748,0.786,4,-7.788,0,0.0641,0.328,0,0.34,0.917,104.833
Natasha Bedingfield,Unwritten,259333,pop,2004,2,0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011
Razorlight,America,249760,rock; pop,2006,67,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26E-06,0.355,0.149,90.933
James Morrison,You Give Me Something,213173,pop; R&B,2006,64,0.559,0.688,7,-6.496,1,0.114,0.216,0,0.0855,0.578,79.753
Snow Patrol,You're All I Have,273333,World/Traditional; rock; pop,2006,35,0.467,0.921,2,-4.554,1,0.045,5.48E-05,0.0566,0.176,0.501,132.013
The Fray,How to Save a Life,262533,pop,2005,79,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),151640,World/Traditional; pop,2006,61,0.7,0.465,4,-6.815,1,0.358,0.544,0,0.606,0.719,108.102
My Chemical Romance,Welcome to the Black Parade,311106,rock,2006,76,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95
Razorlight,In The Morning,222453,rock; pop,2006,59,0.616,0.855,4,-3.495,0,0.042,0.00379,0.000863,0.318,0.686,124.191
The All-American Rejects,Dirty Little Secret,193653,rock; pop,2005,65,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35E-06,0.548,0.462,143.853
James Morrison,Wonderful World,210066,pop; R&B,2006,49,0.474,0.71,1,-4.606,1,0.029,0.0548,0,0.0974,0.591,78.969
Chris Brown,Yo (Excuse Me Miss),229040,hip hop; pop; R&B,2005,69,0.536,0.612,4,-5.847,1,0.272,0.119,0,0.209,0.57,86.768
P!nk,Who Knew,208493,pop,2006,0,0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004
The Kooks,Naive,203506,rock,2006,73,0.391,0.808,8,-6.209,0,0.0892,0.0759,0,0.149,0.737,100.304
Leona Lewis,Bleeding Love,262466,pop; R&B,2007,75,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036
Rihanna,Umbrella,275986,hip hop; pop; R&B,2008,81,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028
Britney Spears,Gimme More,251240,pop,2007,79,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324
Fergie,Big Girls Don't Cry (Personal),268120,pop; R&B,2006,76,0.708,0.641,7,-4.296,1,0.0335,0.205,0,0.0945,0.253,113.082
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219413,pop,2007,0,0.698,0.844,1,-4.789,1,0.0544,0.00253,0.000426,0.124,0.896,105.828
Plain White T's,Hey There Delilah,232533,pop,2005,78,0.656,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.971
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),448573,pop,2006,70,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76
Gwen Stefani,The Sweet Escape,246466,pop; R&B,2006,71,0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961
Timbaland,The Way I Are,179120,hip hop; pop; R&B,2007,80,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759
Nelly Furtado,Say It Right,223080,hip hop; pop; latin,2006,81,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948
Ida Corr,Let Me Think About It,151973,set(),2012,43,0.762,0.754,0,-3.425,0,0.046,0.00022,0.0665,0.146,0.715,129.026
Alex Gaudino,Destination Calabria - Radio Edit,223111,Dance/Electronic,2007,73,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016
September,Cry for You,209800,pop; Dance/Electronic,2007,65,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018
Akon,Smack That,212360,pop,2006,58,0.94,0.743,5,-5.166,0,0.0475,0.317,0,0.0909,0.932,118.988
Timbaland,Give It To Me,234026,hip hop; pop; R&B,2007,70,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621
50 Cent,Ayo Technology,247946,hip hop; pop,2007,67,0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.034,0.418,140.144
Eric Prydz,Proper Education - Radio Edit,198567,pop; Dance/Electronic,2007,0,0.537,0.937,0,-4.543,1,0.0523,0.00102,0.035,0.0917,0.324,124.938
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,150533,pop; Dance/Electronic,2015,0,0.827,0.931,7,-4.474,1,0.202,0.0153,0.21,0.0992,0.491,127.995
Ciara,Like a Boy,237053,pop; R&B,2006,68,0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035
Kanye West,Stronger,311866,hip hop,2007,54,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992
Beyoncé,Beautiful Liar,199853,pop; R&B,2007,64,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,237173,hip hop; pop,2007,59,0.584,0.681,1,-5.084,0,0.0781,0.495,0,0.289,0.821,79.702
Akon,I Wanna Love You,247066,pop,2006,53,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28E-06,0.308,0.352,99.989
Soulja Boy,Crank That (Soulja Boy),221933,hip hop; pop,2007,74,0.736,0.74,0,-2.18,1,0.0786,0.515,0,0.0468,0.803,140.141
Fat Joe,Make It Rain,247413,hip hop; pop,2006,59,0.744,0.697,11,-5.063,0,0.197,0.0106,0,0.0842,0.767,149.28
P!nk,U + Ur Hand,214386,pop,2006,0,0.709,0.891,0,-3.688,1,0.0528,0.00144,0,0.034,0.886,141.04
Rihanna,Shut Up And Drive,212280,hip hop; pop; R&B,2008,69,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964
Lloyd,Get It Shawty,209533,hip hop; pop; R&B,2007,62,0.822,0.905,5,-4.032,0,0.241,0.123,0,0.0496,0.674,128.014
Kanye West,Can't Tell Me Nothing,271600,hip hop,2007,47,0.596,0.62,5,-6.133,0,0.039,0.0122,0,0.82,0.102,80.029
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,152333,set(),2006,17,0.847,0.861,6,-6.632,1,0.0603,0.278,0.029,0.0626,0.724,127.894
Linkin Park,What I've Done,205613,rock; metal,2007,77,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64E-06,0.138,0.287,120.119
Keyshia Cole,Last Night,255706,hip hop; pop; R&B,2007,60,0.918,0.857,3,-5.032,0,0.0623,0.166,0.0003,0.0855,0.972,121.006
Chris Brown,Kiss Kiss (feat. T-Pain),250666,hip hop; pop; R&B,2007,68,0.729,0.658,10,-3.386,0,0.225,0.0506,0,0.0693,0.551,140.043
Shop Boyz,Party Like A Rock Star,253400,hip hop; pop,2007,61,0.619,0.709,7,-4.633,1,0.0395,0.00541,0,0.507,0.68,144.972
Finger Eleven,Paralyzer,208106,rock; metal,2007,73,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031
Justin Timberlake,Summer Love,252973,pop,2006,66,0.606,0.591,0,-7.228,0,0.087,0.0756,0,0.328,0.477,95.802
MiMS,This Is Why I'm Hot,253706,hip hop; pop,2007,59,0.621,0.6,8,-6.349,1,0.576,0.277,0,0.495,0.485,80.021
Fabolous,Make Me Better,253573,hip hop; pop; R&B,2007,62,0.607,0.599,11,-6.886,1,0.0995,0.33,0,0.199,0.562,86.491
Seether,Fake It,193893,rock; metal,2007,73,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59E-06,0.0543,0.607,132.078
Take That,Patience,202066,pop,2006,64,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11E-06,0.118,0.372,175.788
Arctic Monkeys,Brianstorm,172866,rock,2007,67,0.42,0.974,1,-4.706,1,0.191,8.15E-05,0.00155,0.0871,0.463,165.182
Justin Timberlake,My Love (feat. T.I.),276160,pop,2006,72,0.771,0.68,11,-5.881,0,0.224,0.277,1.18E-05,0.682,0.808,119.952
Fergie,Glamorous,246600,pop; R&B,2006,64,0.811,0.757,0,-6.447,1,0.23,0.298,0,0.103,0.565,130.993
Linkin Park,Bleed It Out,166373,rock; metal,2007,73,0.529,0.967,1,-3.647,0,0.0508,0.114,0,0.61,0.596,140.127
My Chemical Romance,Teenagers,161920,rock,2006,80,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647
Calvin Harris,Acceptable in the 80's,333680,hip hop; pop; Dance/Electronic,2007,57,0.787,0.808,7,-5.454,1,0.0511,0.0143,0.257,0.0466,0.942,127.99
Sugababes,About You Now,212400,pop; R&B,2007,66,0.584,0.699,1,-6.065,0,0.0378,6.52E-05,6.05E-05,0.486,0.585,82.499
Avril Lavigne,Girlfriend,216600,pop,2007,75,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983
Ne-Yo,Because Of You,266840,pop; R&B,2007,74,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97
Daughtry,It's Not Over,215173,pop; rock; metal,2016,45,0.45,0.921,10,-3.476,0,0.0538,0.0467,0,0.311,0.413,145.959
Unk,Walk It Out,173040,hip hop; pop,2013,48,0.794,0.777,1,-3.696,0,0.0813,0.0982,0,0.202,0.706,160.022
Lloyd,You,273133,hip hop; pop; R&B,2007,70,0.412,0.876,5,-6.008,0,0.47,0.102,0,0.297,0.703,130.159
Klaxons,Golden Skans,165120,rock,2007,65,0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38E-06,0.25,0.713,141.955
T-Pain,Bartender (feat. Akon),238800,hip hop; pop; R&B,2007,3,0.675,0.394,8,-8.539,1,0.133,0.0611,0,0.214,0.405,104.987
Baby Boy Da Prince,The Way I Live - Main Explicit,324906,hip hop; pop,2006,59,0.88,0.438,0,-7.562,1,0.248,0.0147,0,0.0907,0.714,90.02
Fergie,Fergalicious,292373,pop; R&B,2006,63,0.906,0.584,8,-7.72,0,0.316,0.0576,0,0.128,0.831,129.055
Omarion,Ice Box,256426,hip hop; pop; R&B,2006,57,0.775,0.731,8,-5.446,1,0.134,0.189,0,0.129,0.821,131.105
Pretty Ricky,On the Hotline - Amended Version,242586,hip hop; pop; R&B,2007,57,0.704,0.854,10,-5.477,0,0.183,0.0185,0,0.148,0.688,92.988
Nickelback,Rockstar,252040,rock; metal,2005,69,0.616,0.91,0,-3.004,1,0.0386,0.0459,0,0.343,0.693,144.072
Fall Out Boy,Thnks fr th Mmrs,203506,rock,2007,76,0.459,0.891,10,-5.057,0,0.0623,0.00511,0,0.106,0.588,154.837
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),444333,pop,2006,57,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243
All Time Low,Dear Maria- Count Me In,182826,rock,2007,76,0.459,0.895,2,-3.126,1,0.0805,0.00725,0,0.206,0.572,181.04
Amy Winehouse,Back To Black,241293,R&B,2006,76,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05E-05,0.0861,0.378,122.728
Keyshia Cole,Let It Go,238360,hip hop; pop; R&B,2007,58,0.808,0.721,1,-5.165,1,0.213,0.197,0,0.205,0.773,94.955
Ciara,Promise,267413,pop; R&B,2006,56,0.697,0.629,9,-5.757,1,0.0425,0.409,3.80E-06,0.0819,0.439,123.279
Enrique Iglesias,Do You Know? (The Ping Pong Song),219533,pop; latin,2007,45,0.753,0.759,8,-4.829,1,0.0487,0.0523,0,0.0263,0.706,114.999
T2,Heartbroken - Edit,178613,Dance/Electronic,2017,59,0.716,0.757,11,-5.438,0,0.0329,0.0258,0.00392,0.16,0.877,139.986
Robyn,With Every Heartbeat,254920,pop; Dance/Electronic,2005,36,0.477,0.865,4,-4.462,0,0.0395,0.00877,4.52E-05,0.271,0.413,120.872
Maroon 5,Makes Me Wonder,211080,pop,2007,62,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996
Fall Out Boy,This Ain't A Scene- It's An Arms Race,212040,rock,2007,68,0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935
Paramore,Misery Business,211520,pop; rock,2007,72,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26E-06,0.113,0.731,172.977
Hinder,Better Than Me,223533,pop; rock; metal,2019,30,0.451,0.682,2,-5.295,0,0.029,0.205,0,0.175,0.254,139.913
Huey,Pop- Lock & Drop It - Video Edit,261026,hip hop; pop,2006,52,0.723,0.644,11,-6.863,0,0.222,0.00308,0,0.352,0.645,144.09
Foo Fighters,The Pretender,269373,rock; metal,2007,78,0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984
Plies,Shawty (feat. T Pain),255413,hip hop; pop; R&B,2007,61,0.444,0.708,4,-5.926,0,0.126,0.0419,0,0.0775,0.26,105.412
Kaiser Chiefs,Ruby,204200,rock,2007,67,0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85E-06,0.0774,0.448,93.416
Mark Ronson,Stop Me (feat. Daniel Merriweather),232946,pop,2007,46,0.626,0.906,0,-4.334,1,0.0403,0.00128,8.52E-06,0.137,0.346,118.035
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),238266,hip hop; pop; R&B,2006,57,0.772,0.59,6,-6.957,1,0.183,0.0917,0,0.101,0.743,83.998
Jim Jones,We Fly High,236080,hip hop; pop,2006,0,0.685,0.8,1,-6.564,1,0.298,0.0847,0,0.092,0.483,120.226
The Red Jumpsuit Apparatus,Face Down,192000,pop,2006,74,0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.127,0.464,92.956
MIKA,Grace Kelly,187733,pop,2006,69,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229
Christina Aguilera,Candyman,194213,pop,2006,66,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976
Sean Kingston,Beautiful Girls,225373,hip hop; pop; R&B,2007,78,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009
Akon,Don't Matter,293066,pop,2006,52,0.801,0.454,2,-6.035,1,0.0371,0.225,0,0.226,0.34,125.139
James Blunt,1973,280026,pop,2007,68,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007
Carrie Underwood,Before He Cheats,199946,pop; country,2005,76,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905
Just Jack,Starz In Their Eyes,295933,Dance/Electronic,2006,52,0.67,0.8,3,-6.731,1,0.0652,0.00184,0.000356,0.466,0.656,123.802
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),227960,hip hop; pop; R&B,2007,2,0.451,0.55,1,-8.137,1,0.262,0.0108,0,0.0737,0.594,80.001
Bone Thugs-N-Harmony,I Tried,287480,hip hop; pop,2007,61,0.727,0.71,4,-6.142,1,0.0742,0.0104,0,0.107,0.378,81.995
Avril Lavigne,When You're Gone,240493,pop,2007,68,0.457,0.719,4,-3.921,0,0.0323,0.191,0,0.228,0.168,142.034
Rich Boy,Throw Some D's,263920,hip hop; pop,2007,57,0.697,0.86,11,-5.181,1,0.43,0.0368,0,0.0721,0.433,160.895
MIKA,Love Today,235173,pop,2006,57,0.673,0.913,4,-4.981,1,0.0664,0.0304,0.00298,0.113,0.587,124.484
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),235693,rock; pop,2007,53,0.344,0.921,2,-3.049,1,0.0459,0.00143,1.13E-05,0.38,0.396,126.766
Elliott Yamin,Wait for You,261320,set(),2007,58,0.764,0.487,0,-6.734,1,0.0281,0.25,0,0.184,0.352,116.027
Wyclef Jean,Sweetest Girl (Dollar Bill) (feat. Akon- Lil' Wayne & Niia),241133,set(),2007,56,0.733,0.744,1,-3.51,1,0.0553,0.0772,0,0.341,0.529,92.515
Boys Like Girls,The Great Escape,206520,pop,2007,62,0.423,0.94,1,-4.012,0,0.0635,0.00166,0,0.178,0.505,149.934
Take That,Rule The World - Radio Edit,237760,pop,2007,58,0.357,0.774,2,-4.226,1,0.034,0.0376,0,0.348,0.348,164.054
J. Holiday,Bed,275106,hip hop; pop; R&B; Dance/Electronic,2007,64,0.684,0.606,5,-7.268,0,0.0504,0.17,0,0.058,0.723,127.901
Red Hot Chili Peppers,Snow (Hey Oh),334666,rock,2006,79,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75E-05,0.119,0.599,104.655
Ludacris,Runaway Love,280680,hip hop; pop,2006,51,0.405,0.721,1,-6.97,1,0.283,0.329,0,0.252,0.815,92.854
Flo Rida,Low (feat. T-Pain),231400,hip hop; pop,2008,80,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008
Katy Perry,I Kissed A Girl,179640,pop,2008,73,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996
Rihanna,Take A Bow,229413,hip hop; pop; R&B,2008,74,0.697,0.467,9,-7.536,1,0.0715,0.248,0,0.0941,0.572,82.082
Alicia Keys,No One,253813,pop; R&B,2007,77,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85E-06,0.134,0.167,90.04
Timbaland,Apologize,184400,hip hop; pop; R&B,2007,74,0.653,0.604,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016
Ne-Yo,Miss Independent,232000,pop; R&B,2008,71,0.668,0.673,1,-5.714,1,0.145,0.48,0,0.194,0.727,171.812
Chris Brown,With You,252120,hip hop; pop; R&B,2007,70,0.662,0.693,3,-4.298,1,0.0698,0.134,0,0.145,0.655,86.009
Beyoncé,If I Were a Boy,249146,pop; R&B,2008,66,0.632,0.518,6,-6.126,1,0.0313,0.107,0,0.354,0.427,90.007
Kardinal Offishall,Dangerous,246053,hip hop; pop; R&B,2008,75,0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002
Madcon,Beggin (original version),216146,hip hop; pop,2007,70,0.715,0.8,4,-5.144,0,0.057,0.0271,0,0.0648,0.445,129.023
September,Cry for You,209800,pop; Dance/Electronic,2007,65,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018
Rihanna,Disturbia,238626,hip hop; pop; R&B,2008,76,0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921
Guru Josh Project,Infinity 2008,190013,hip hop,2011,1,0.493,0.849,7,-6.139,0,0.0576,0.000337,0.00672,0.355,0.483,127.999
Britney Spears,Break the Ice,196053,pop,2007,61,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02E-06,0.107,0.85,117.533
